Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development,Lifespan
Short-life,BlackShort,3,BlackShort20,M,22,22
Short-life,BlackShort,3,BlackShort20,M,23,19
Short-life,BlackShort,3,BlackShort20,F,23,31
Short-life,BlackShort,3,BlackShort20,M,22,21
Short-life,BlackShort,3,BlackShort20,M,23,18
Short-life,BlackShort,3,BlackShort20,F,24,28
Short-life,BlackShort,3,BlackShort20,F,23,26
Short-life,BlueShort,3,BlueShort1,M,22,11
Short-life,BlueShort,3,BlueShort1,M,22,13
Short-life,BlueShort,3,BlueShort1,M,22,12
Short-life,BlueShort,3,BlueShort1,F,23,24
Short-life,BlueShort,3,BlueShort1,M,22,13
Short-life,BlueShort,3,BlueShort1,M,22,11
Short-life,BlueShort,3,BlueShort1,M,22,10
Short-life,BlueShort,3,BlueShort1,M,24,18
Short-life,BlueShort,3,BlueShort1,M,23,9
Short-life,BlueShort,3,BlueShort1,M,23,12
Short-life,BlueShort,3,BlueShort1,F,23,24
Short-life,BlueShort,3,BlueShort1,F,24,22
Short-life,BlueShort,3,BlueShort1,F,23,12
Short-life,BlueShort,3,BlueShort1,M,22,12
Short-life,BlueShort,3,BlueShort1,F,23,17
Short-life,BlueShort,3,BlueShort1,M,27,4
Short-life,BlueShort,3,BlueShort1,M,22,16
Short-life,BlueShort,3,BlueShort1,M,22,10
Short-life,BlueShort,3,BlueShort1,F,22,28
Short-life,BlueShort,3,BlueShort1,M,32,8
Short-life,BlueShort,3,BlueShort1,M,22,11
Short-life,BlueShort,3,BlueShort1,F,27,17
Short-life,BlueShort,3,BlueShort2,M,21,12
Short-life,BlueShort,3,BlueShort2,F,22,22
Short-life,BlueShort,3,BlueShort2,M,21,15
Short-life,BlueShort,3,BlueShort2,M,22,12
Short-life,BlueShort,3,BlueShort2,F,22,24
Short-life,BlueShort,3,BlueShort2,F,22,24
Short-life,BlueShort,3,BlueShort2,F,23,23
Short-life,BlueShort,3,BlueShort2,M,22,19
Short-life,BlueShort,3,BlueShort2,F,22,29
Short-life,BlueShort,3,BlueShort2,M,26,20
Short-life,BlueShort,3,BlueShort2,F,26,26
Short-life,BlueShort,3,BlueShort2,M,22,11
Short-life,BlueShort,3,BlueShort3,M,22,18
Short-life,BlueShort,3,BlueShort3,F,23,25
Short-life,BlueShort,3,BlueShort3,M,23,19
Short-life,BlueShort,3,BlueShort3,F,22,28
Short-life,BlueShort,3,BlueShort3,M,23,22
Short-life,BlueShort,3,BlueShort3,M,22,15
Short-life,BlueShort,3,BlueShort3,F,23,25
Short-life,BlueShort,3,BlueShort3,M,22,17
Short-life,BlueShort,3,BlueShort3,M,25,19
Short-life,BlueShort,3,BlueShort3,M,23,20
Short-life,BlueShort,3,BlueShort3,F,23,29
Short-life,BlueShort,3,BlueShort3,M,23,17
Short-life,BlueShort,3,BlueShort3,M,22,16
Short-life,BlueShort,3,BlueShort3,F,22,27
Short-life,BlueShort,3,BlueShort3,M,22,14
Short-life,BlueShort,3,BlueShort3,F,23,34
Short-life,BlueShort,3,BlueShort3,F,23,31
Short-life,BlueShort,3,BlueShort3,M,22,24
Short-life,BlueShort,3,BlueShort3,M,22,15
Short-life,BlueShort,3,BlueShort4,M,22,17
Short-life,BlueShort,3,BlueShort4,F,23,31
Short-life,BlueShort,3,BlueShort4,M,22,22
Short-life,BlueShort,3,BlueShort4,M,22,21
Short-life,BlueShort,3,BlueShort4,F,24,32
Short-life,BlueShort,3,BlueShort4,M,22,17
Short-life,BlueShort,3,BlueShort4,F,24,28
Short-life,BlueShort,3,BlueShort4,M,22,21
Short-life,BlueShort,3,BlueShort4,M,23,25
Short-life,BlueShort,3,BlueShort4,F,22,28
Short-life,BlueShort,3,BlueShort4,M,23,21
Short-life,BlueShort,3,BlueShort4,F,22,29
Short-life,BlueShort,3,BlueShort4,M,23,19
Short-life,BlueShort,3,BlueShort4,F,22,26
Short-life,BlueShort,3,BlueShort4,F,24,36
Short-life,BlueShort,3,BlueShort4,M,23,21
Short-life,BlueShort,3,BlueShort4,F,23,33
Short-life,BlueShort,3,BlueShort5,M,23,20
Short-life,BlueShort,3,BlueShort5,M,22,18
Short-life,BlueShort,3,BlueShort5,F,22,29
Short-life,BlueShort,3,BlueShort5,M,23,14
Short-life,BlueShort,3,BlueShort5,F,24,37
Short-life,BlueShort,3,BlueShort5,M,24,16
Short-life,BlueShort,3,BlueShort5,F,23,28
Short-life,BlueShort,3,BlueShort5,M,23,15
Short-life,BlueShort,3,BlueShort5,M,22,20
Short-life,BlueShort,3,BlueShort5,M,22,19
Short-life,BlueShort,3,BlueShort5,M,23,16
Short-life,BlueShort,3,BlueShort5,M,22,16
Short-life,BlueShort,3,BlueShort5,F,23,34
Short-life,BlueShort,3,BlueShort5,F,23,30
Short-life,BlueShort,3,BlueShort5,F,23,21
Short-life,BlueShort,3,BlueShort5,M,22,18
Short-life,BlueShort,3,BlueShort5,F,22,30
Short-life,BlueShort,3,BlueShort5,M,23,19
Short-life,BlueShort,3,BlueShort5,M,22,21
Short-life,BlueShort,3,BlueShort5,M,23,21
Short-life,BlueShort,3,BlueShort5,M,22,17
Short-life,BlueShort,3,BlueShort5,F,24,42
Short-life,BlueShort,3,BlueShort5,M,24,20
Short-life,BlueShort,3,BlueShort5,F,22,21
Short-life,BlueShort,3,BlueShort6,M,23,20
Short-life,BlueShort,3,BlueShort6,F,23,28
Short-life,BlueShort,3,BlueShort6,F,23,34
Short-life,BlueShort,3,BlueShort6,M,23,16
Short-life,BlueShort,3,BlueShort6,M,24,14
Short-life,BlueShort,3,BlueShort6,M,22,16
Short-life,BlueShort,3,BlueShort6,F,30,29
Short-life,BlueShort,3,BlueShort6,F,23,23
Short-life,BlueShort,3,BlueShort6,M,22,16
Short-life,BlueShort,3,BlueShort6,M,22,22
Short-life,BlueShort,3,BlueShort6,F,22,29
Short-life,BlueShort,3,BlueShort6,M,22,19
Short-life,BlueShort,3,BlueShort6,F,21,38
Short-life,BlueShort,3,BlueShort7,F,22,37
Short-life,BlueShort,3,BlueShort7,F,24,23
Short-life,BlueShort,3,BlueShort7,M,22,19
Short-life,BlueShort,3,BlueShort7,F,23,29
Short-life,BlueShort,3,BlueShort7,M,23,19
Short-life,BlueShort,3,BlueShort7,M,23,19
Short-life,BlueShort,3,BlueShort7,M,22,19
Short-life,BlueShort,3,BlueShort7,F,23,37
Short-life,BlueShort,3,BlueShort7,M,22,19
Short-life,BlueShort,3,BlueShort7,F,22,29
Short-life,BlueShort,3,BlueShort7,F,22,34
Short-life,BlueShort,3,BlueShort7,F,23,30
Short-life,BlueShort,3,BlueShort7,F,22,29
Short-life,BlueShort,3,BlueShort7,M,21,23
Short-life,BlueShort,3,BlueShort7,F,22,39
Short-life,BlueShort,3,BlueShort7,M,22,14
Short-life,BlueShort,3,BlueShort7,F,22,28
Short-life,BlueShort,3,BlueShort7,M,23,20
Short-life,BlueShort,3,BlueShort8,M,24,20
Short-life,BlueShort,3,BlueShort8,F,22,28
Short-life,BlueShort,3,BlueShort8,F,22,25
Short-life,BlueShort,3,BlueShort8,F,23,26
Short-life,BlueShort,3,BlueShort8,F,23,34
Short-life,BlueShort,3,BlueShort8,M,22,15
Short-life,BlueShort,3,BlueShort8,M,21,16
Short-life,BlueShort,3,BlueShort8,M,22,17
Short-life,BlueShort,3,BlueShort8,M,23,16
Short-life,BlueShort,3,BlueShort8,F,23,9
Short-life,BlueShort,3,BlueShort8,M,23,28
Short-life,BlueShort,3,BlueShort8,M,22,16
Short-life,BlueShort,3,BlueShort8,M,22,12
Short-life,BlueShort,3,BlueShort8,M,22,20
Short-life,BlueShort,3,BlueShort8,F,22,24
Short-life,BlueShort,3,BlueShort8,F,22,21
Short-life,BlueShort,3,BlueShort8,M,23,21
Short-life,BlueShort,3,BlueShort8,M,22,21
Short-life,BlueShort,3,BlueShort8,F,22,27
Short-life,BlueShort,3,BlueShort8,M,22,24
Short-life,BlueShort,3,BlueShort9,M,21,15
Short-life,BlueShort,3,BlueShort9,F,22,21
Short-life,BlueShort,3,BlueShort9,M,22,14
Short-life,BlueShort,3,BlueShort9,M,22,18
Short-life,BlueShort,3,BlueShort9,M,22,17
Short-life,BlueShort,3,BlueShort9,F,22,26
Short-life,BlueShort,3,BlueShort9,F,22,17
Short-life,BlueShort,3,BlueShort9,M,22,21
Short-life,BlueShort,3,BlueShort9,M,23,17
Short-life,BlueShort,3,BlueShort9,F,22,26
Short-life,BlueShort,3,BlueShort9,M,21,17
Short-life,BlueShort,3,BlueShort9,F,22,33
Short-life,BlueShort,3,BlueShort9,F,22,24
Short-life,BlueShort,3,BlueShort9,M,23,19
Short-life,BlueShort,3,BlueShort10,F,24,24
Short-life,BlueShort,3,BlueShort10,M,24,18
Short-life,BlueShort,3,BlueShort10,F,22,24
Short-life,BlueShort,3,BlueShort10,M,23,20
Short-life,BlueShort,3,BlueShort10,F,22,21
Short-life,BlueShort,3,BlueShort10,F,23,23
Short-life,BlueShort,3,BlueShort10,F,23,29
Short-life,BlueShort,3,BlueShort10,F,22,23
Short-life,BlueShort,3,BlueShort10,F,23,18
Short-life,BlueShort,3,BlueShort10,F,23,22
Short-life,BlueShort,3,BlueShort10,F,23,25
Short-life,BlueShort,3,BlueShort11,M,23,10
Short-life,BlueShort,3,BlueShort11,M,22,13
Short-life,BlueShort,3,BlueShort11,F,22,26
Short-life,BlueShort,3,BlueShort11,M,22,15
Short-life,BlueShort,3,BlueShort11,M,22,12
Short-life,BlueShort,3,BlueShort11,M,23,15
Short-life,BlueShort,3,BlueShort11,F,23,18
Short-life,BlueShort,3,BlueShort11,M,24,11
Short-life,BlueShort,3,BlueShort11,M,22,18
Short-life,BlueShort,3,BlueShort11,F,22,32
Short-life,BlueShort,3,BlueShort11,F,22,24
Short-life,BlueShort,3,BlueShort11,F,22,30
Short-life,BlueShort,3,BlueShort11,M,22,13
Short-life,BlueShort,3,BlueShort11,M,21,16
Short-life,BlueShort,3,BlueShort11,M,22,15
Short-life,BlueShort,3,BlueShort11,M,22,17
Short-life,BlueShort,3,BlueShort12,F,22,29
Short-life,BlueShort,3,BlueShort12,F,23,32
Short-life,BlueShort,3,BlueShort12,M,22,12
Short-life,BlueShort,3,BlueShort12,F,22,31
Short-life,BlueShort,3,BlueShort12,M,22,22
Short-life,BlueShort,3,BlueShort12,F,22,32
Short-life,BlueShort,3,BlueShort12,M,22,21
Short-life,BlueShort,3,BlueShort12,M,23,21
Short-life,BlueShort,3,BlueShort12,M,23,16
Short-life,BlueShort,3,BlueShort12,M,22,22
Short-life,BlueShort,3,BlueShort12,M,23,18
Short-life,BlueShort,3,BlueShort12,F,23,20
Short-life,BlueShort,3,BlueShort12,F,23,24
Short-life,BlueShort,3,BlueShort12,M,24,22
Short-life,BlueShort,3,BlueShort12,F,23,24
Short-life,BlueShort,3,BlueShort12,F,22,27
Short-life,BlueShort,3,BlueShort12,M,21,18
Short-life,BlueShort,3,BlueShort12,F,23,18
Short-life,BlueShort,3,BlueShort12,M,21,24
Short-life,BlueShort,3,BlueShort12,M,23,17
Short-life,BlueShort,3,BlueShort12,F,22,39
Short-life,BlueShort,3,BlueShort12,F,23,31
Short-life,BlueShort,3,BlueShort12,F,23,32
Short-life,BlueShort,3,BlueShort13,F,23,26
Short-life,BlueShort,3,BlueShort13,F,22,24
Short-life,BlueShort,3,BlueShort13,F,26,30
Short-life,BlueShort,3,BlueShort13,M,22,18
Short-life,BlueShort,3,BlueShort13,M,22,18
Short-life,BlueShort,3,BlueShort13,F,22,27
Short-life,BlueShort,3,BlueShort13,M,23,16
Short-life,BlueShort,3,BlueShort13,F,23,35
Short-life,BlueShort,3,BlueShort13,M,21,21
Short-life,BlueShort,3,BlueShort13,M,22,21
Short-life,BlueShort,3,BlueShort13,M,23,14
Short-life,BlueShort,3,BlueShort13,F,23,32
Short-life,BlueShort,3,BlueShort13,M,23,21
Short-life,BlueShort,3,BlueShort13,M,22,21
Short-life,BlueShort,3,BlueShort13,F,23,26
Short-life,BlueShort,3,BlueShort13,M,23,21
Short-life,BlueShort,3,BlueShort13,M,22,18
Short-life,BlueShort,3,BlueShort13,M,23,20
Short-life,BlueShort,3,BlueShort14,M,23,19
Short-life,BlueShort,3,BlueShort14,M,22,15
Short-life,BlueShort,3,BlueShort14,M,22,19
Short-life,BlueShort,3,BlueShort14,F,23,29
Short-life,BlueShort,3,BlueShort14,F,22,26
Short-life,BlueShort,3,BlueShort14,F,23,35
Short-life,BlueShort,3,BlueShort14,F,23,24
Short-life,BlueShort,3,BlueShort14,M,21,13
Short-life,BlueShort,3,BlueShort14,M,22,13
Short-life,BlueShort,3,BlueShort14,F,23,31
Short-life,BlueShort,3,BlueShort14,F,23,26
Short-life,BlueShort,3,BlueShort14,F,25,30
Short-life,BlueShort,3,BlueShort14,M,23,13
Short-life,BlueShort,3,BlueShort14,F,22,28
Short-life,BlueShort,3,BlueShort14,F,24,25
Short-life,BlueShort,3,BlueShort14,F,22,25
Short-life,BlueShort,3,BlueShort14,M,22,20
Short-life,BlueShort,3,BlueShort14,M,23,19
Short-life,BlueShort,3,BlueShort14,M,21,15
Short-life,BlueShort,3,BlueShort14,M,23,20
Short-life,BlueShort,3,BlueShort15,F,24,31
Short-life,BlueShort,3,BlueShort15,M,23,19
Short-life,BlueShort,3,BlueShort15,F,22,29
Short-life,BlueShort,3,BlueShort15,F,23,28
Short-life,BlueShort,3,BlueShort15,M,22,21
Short-life,BlueShort,3,BlueShort15,M,22,23
Short-life,BlueShort,3,BlueShort15,M,22,19
Short-life,BlueShort,3,BlueShort15,F,22,30
Short-life,BlueShort,3,BlueShort15,F,22,30
Short-life,BlueShort,3,BlueShort15,F,23,30
Short-life,BlueShort,3,BlueShort15,F,23,34
Short-life,BlueShort,3,BlueShort15,M,23,23
Short-life,BlueShort,3,BlueShort15,F,23,29
Short-life,BlueShort,3,BlueShort15,M,23,25
Short-life,BlueShort,3,BlueShort15,M,22,20
Short-life,BlueShort,3,BlueShort15,F,29,25
Short-life,BlueShort,3,BlueShort15,M,23,23
Short-life,BlueShort,3,BlueShort15,M,22,22
Short-life,BlueShort,3,BlueShort15,M,23,29
Short-life,BlueShort,3,BlueShort15,M,23,26
Short-life,BlueShort,3,BlueShort15,F,22,35
Short-life,BlueShort,3,BlueShort15,F,23,25
Short-life,BlueShort,3,BlueShort15,M,23,23
Short-life,BlueShort,3,BlueShort15,F,23,42
Short-life,BlueShort,3,BlueShort16,F,24,31
Short-life,BlueShort,3,BlueShort16,F,23,20
Short-life,BlueShort,3,BlueShort16,M,23,20
Short-life,BlueShort,3,BlueShort16,M,35,16
Short-life,BlueShort,3,BlueShort16,F,23,17
Short-life,BlueShort,3,BlueShort16,F,22,32
Short-life,BlueShort,3,BlueShort16,M,22,22
Short-life,BlueShort,3,BlueShort16,F,26,28
Short-life,BlueShort,3,BlueShort16,F,24,30
Short-life,BlueShort,3,BlueShort16,M,22,14
Short-life,BlueShort,3,BlueShort16,F,22,23
Short-life,BlueShort,3,BlueShort16,M,23,28
Short-life,BlueShort,3,BlueShort16,M,22,18
Short-life,BlueShort,3,BlueShort16,M,23,19
Short-life,BlueShort,3,BlueShort16,M,22,19
Short-life,BlueShort,3,BlueShort16,F,22,27
Short-life,BlueShort,3,BlueShort16,F,23,25
Short-life,BlueShort,3,BlueShort16,M,22,19
Short-life,BlueShort,3,BlueShort16,M,22,17
Short-life,BlueShort,3,BlueShort16,F,23,29
Short-life,BlueShort,3,BlueShort16,F,23,26
Short-life,BlueShort,3,BlueShort16,M,22,19
Short-life,BlueShort,3,BlueShort16,M,22,18
Short-life,BlueShort,3,BlueShort16,M,22,18
Short-life,BlueShort,3,BlueShort16,M,22,19
Short-life,BlueShort,3,BlueShort16,F,23,29
Short-life,BlueShort,3,BlueShort17,M,23,19
Short-life,BlueShort,3,BlueShort17,F,21,25
Short-life,BlueShort,3,BlueShort17,M,21,21
Short-life,BlueShort,3,BlueShort17,M,21,23
Short-life,BlueShort,3,BlueShort17,M,22,21
Short-life,BlueShort,3,BlueShort17,M,22,20
Short-life,BlueShort,3,BlueShort17,F,23,32
Short-life,BlueShort,3,BlueShort17,M,22,15
Short-life,BlueShort,3,BlueShort17,F,23,28
Short-life,BlueShort,3,BlueShort17,F,22,33
Short-life,BlueShort,3,BlueShort17,F,22,33
Short-life,BlueShort,3,BlueShort17,M,22,22
Short-life,BlueShort,3,BlueShort17,F,23,30
Short-life,BlueShort,3,BlueShort17,F,23,33
Short-life,BlueShort,3,BlueShort17,M,23,18
Short-life,BlueShort,3,BlueShort17,M,21,21
Short-life,BlueShort,3,BlueShort17,F,22,30
Short-life,BlueShort,3,BlueShort17,M,22,22
Short-life,BlueShort,3,BlueShort17,M,22,18
Short-life,BlueShort,3,BlueShort17,F,23,29
Short-life,BlueShort,3,BlueShort17,M,22,21
Short-life,BlueShort,3,BlueShort17,F,22,27
Short-life,BlueShort,3,BlueShort17,F,23,27
Short-life,BlueShort,3,BlueShort17,F,22,24
Short-life,BlueShort,3,BlueShort17,F,22,26
Short-life,BlueShort,3,BlueShort18,M,22,13
Short-life,BlueShort,3,BlueShort18,M,23,19
Short-life,BlueShort,3,BlueShort18,M,21,17
Short-life,BlueShort,3,BlueShort18,M,21,20
Short-life,BlueShort,3,BlueShort18,F,22,32
Short-life,BlueShort,3,BlueShort18,F,22,32
Short-life,BlueShort,3,BlueShort18,M,22,22
Short-life,BlueShort,3,BlueShort18,M,21,16
Short-life,BlueShort,3,BlueShort18,F,22,29
Short-life,BlueShort,3,BlueShort18,F,22,32
Short-life,BlueShort,3,BlueShort18,F,21,34
Short-life,BlueShort,3,BlueShort18,M,22,21
Short-life,BlueShort,3,BlueShort18,M,22,19
Short-life,BlueShort,3,BlueShort18,F,23,29
Short-life,BlueShort,3,BlueShort18,M,21,14
Short-life,BlueShort,3,BlueShort18,M,22,19
Short-life,BlueShort,3,BlueShort18,F,23,25
Short-life,BlueShort,3,BlueShort18,M,21,14
Short-life,BlueShort,3,BlueShort18,F,23,26
Short-life,BlueShort,3,BlueShort18,F,21,31
Short-life,BlueShort,3,BlueShort19,M,27,23
Short-life,BlueShort,3,BlueShort19,M,23,23
Short-life,BlueShort,3,BlueShort19,M,22,20
Short-life,BlueShort,3,BlueShort19,M,23,18
Short-life,BlueShort,3,BlueShort19,F,22,28
Short-life,BlueShort,3,BlueShort19,F,24,27
Short-life,BlueShort,3,BlueShort19,F,23,23
Short-life,BlueShort,3,BlueShort19,M,22,24
Short-life,BlueShort,3,BlueShort19,M,22,17
Short-life,BlueShort,3,BlueShort19,F,23,23
Short-life,BlueShort,3,BlueShort19,F,22,33
Short-life,BlueShort,3,BlueShort19,F,23,20
Short-life,BlueShort,3,BlueShort19,F,25,32
Short-life,BlueShort,3,BlueShort20,F,23,20
Short-life,BlueShort,3,BlueShort20,F,22,23
Short-life,GreenShort,4,GreenShort2,F,24,32
Short-life,GreenShort,4,GreenShort2,M,23,17
Short-life,GreenShort,4,GreenShort2,M,23,22
Short-life,GreenShort,4,GreenShort2,F,23,35
Short-life,GreenShort,4,GreenShort2,F,25,34
Short-life,GreenShort,4,GreenShort2,F,23,32
Short-life,GreenShort,4,GreenShort2,F,23,26
Short-life,GreenShort,4,GreenShort2,M,22,26
Short-life,GreenShort,4,GreenShort2,M,22,19
Short-life,GreenShort,4,GreenShort2,M,24,22
Short-life,GreenShort,4,GreenShort2,M,23,22
Short-life,GreenShort,4,GreenShort2,M,21,21
Short-life,GreenShort,4,GreenShort2,F,23,33
Short-life,GreenShort,4,GreenShort2,F,24,28
Short-life,GreenShort,4,GreenShort2,F,24,37
Short-life,GreenShort,4,GreenShort2,M,21,22
Short-life,GreenShort,4,GreenShort2,F,23,26
Short-life,GreenShort,4,GreenShort2,M,22,26
Short-life,GreenShort,4,GreenShort2,F,24,31
Short-life,GreenShort,4,GreenShort2,M,21,16
Short-life,GreenShort,4,GreenShort2,F,24,27
Short-life,GreenShort,4,GreenShort2,M,22,23
Short-life,GreenShort,4,GreenShort2,F,24,34
Short-life,GreenShort,4,GreenShort2,F,27,31
Short-life,GreenShort,4,GreenShort4,M,22,21
Short-life,GreenShort,4,GreenShort4,M,22,23
Short-life,GreenShort,4,GreenShort4,M,26,17
Short-life,GreenShort,4,GreenShort4,M,21,20
Short-life,GreenShort,4,GreenShort4,F,26,29
Short-life,GreenShort,4,GreenShort4,M,24,24
Short-life,GreenShort,4,GreenShort4,F,22,34
Short-life,GreenShort,4,GreenShort4,F,22,28
Short-life,GreenShort,4,GreenShort4,F,23,23
Short-life,GreenShort,4,GreenShort4,F,21,29
Short-life,GreenShort,4,GreenShort4,M,23,22
Short-life,GreenShort,4,GreenShort4,M,23,21
Short-life,GreenShort,4,GreenShort4,F,24,24
Short-life,GreenShort,4,GreenShort4,M,22,17
Short-life,GreenShort,4,GreenShort4,M,23,18
Short-life,GreenShort,4,GreenShort4,M,28,17
Short-life,GreenShort,4,GreenShort4,F,22,29
Short-life,GreenShort,4,GreenShort4,M,23,24
Short-life,GreenShort,4,GreenShort4,F,25,28
Short-life,GreenShort,4,GreenShort4,F,23,28
Short-life,GreenShort,4,GreenShort4,F,24,25
Short-life,GreenShort,4,GreenShort4,F,23,35
Short-life,GreenShort,4,GreenShort4,M,27,22
Short-life,GreenShort,4,GreenShort4,M,22,16
Short-life,GreenShort,4,GreenShort4,M,27,19
Short-life,GreenShort,4,GreenShort4,M,25,17
Short-life,GreenShort,4,GreenShort4,M,24,16
Short-life,GreenShort,4,GreenShort4,M,26,18
Short-life,GreenShort,4,GreenShort4,M,22,22
Short-life,GreenShort,4,GreenShort4,M,23,19
Short-life,GreenShort,4,GreenShort4,F,22,23
Short-life,GreenShort,4,GreenShort4,F,23,31
Short-life,GreenShort,4,GreenShort4,M,22,15
Short-life,GreenShort,4,GreenShort4,M,27,24
Short-life,GreenShort,4,GreenShort4,F,25,26
Short-life,GreenShort,4,GreenShort4,M,23,19
Short-life,GreenShort,4,GreenShort4,F,22,32
Short-life,GreenShort,4,GreenShort5,F,22,16
Short-life,GreenShort,4,GreenShort5,M,22,20
Short-life,GreenShort,4,GreenShort5,M,21,15
Short-life,GreenShort,4,GreenShort5,F,33,20
Short-life,GreenShort,4,GreenShort5,F,21,15
Short-life,GreenShort,4,GreenShort5,F,23,14
Short-life,GreenShort,4,GreenShort5,M,21,19
Short-life,GreenShort,4,GreenShort5,M,25,15
Short-life,GreenShort,4,GreenShort5,F,26,23
Short-life,GreenShort,4,GreenShort5,M,22,20
Short-life,GreenShort,4,GreenShort5,M,23,21
Short-life,GreenShort,4,GreenShort5,M,21,21
Short-life,GreenShort,4,GreenShort6,M,23,21
Short-life,GreenShort,4,GreenShort6,M,26,22
Short-life,GreenShort,4,GreenShort6,F,25,24
Short-life,GreenShort,4,GreenShort6,M,22,20
Short-life,GreenShort,4,GreenShort6,M,24,16
Short-life,GreenShort,4,GreenShort6,M,23,21
Short-life,GreenShort,4,GreenShort6,F,23,35
Short-life,GreenShort,4,GreenShort6,M,24,21
Short-life,GreenShort,4,GreenShort6,F,24,30
Short-life,GreenShort,4,GreenShort6,M,25,23
Short-life,GreenShort,4,GreenShort6,M,24,23
Short-life,GreenShort,4,GreenShort6,F,23,22
Short-life,GreenShort,4,GreenShort6,M,25,18
Short-life,GreenShort,4,GreenShort6,M,24,20
Short-life,GreenShort,4,GreenShort6,M,24,20
Short-life,GreenShort,4,GreenShort6,M,24,21
Short-life,GreenShort,4,GreenShort6,M,24,18
Short-life,GreenShort,4,GreenShort6,M,22,22
Short-life,GreenShort,4,GreenShort6,M,22,15
Short-life,GreenShort,4,GreenShort6,M,23,18
Short-life,GreenShort,4,GreenShort6,F,22,26
Short-life,GreenShort,4,GreenShort6,M,25,17
Short-life,GreenShort,4,GreenShort6,F,22,34
Short-life,GreenShort,4,GreenShort6,F,25,27
Short-life,GreenShort,4,GreenShort6,F,24,31
Short-life,GreenShort,4,GreenShort6,F,24,30
Short-life,GreenShort,4,GreenShort7,F,23,33
Short-life,GreenShort,4,GreenShort7,F,24,24
Short-life,GreenShort,4,GreenShort7,M,29,21
Short-life,GreenShort,4,GreenShort7,M,22,21
Short-life,GreenShort,4,GreenShort7,F,23,29
Short-life,GreenShort,4,GreenShort7,F,23,33
Short-life,GreenShort,4,GreenShort7,M,22,21
Short-life,GreenShort,4,GreenShort7,F,23,26
Short-life,GreenShort,4,GreenShort7,M,23,17
Short-life,GreenShort,4,GreenShort7,M,24,24
Short-life,GreenShort,4,GreenShort7,F,23,33
Short-life,GreenShort,4,GreenShort7,F,23,35
Short-life,GreenShort,4,GreenShort8,M,22,19
Short-life,GreenShort,4,GreenShort8,M,24,15
Short-life,GreenShort,4,GreenShort8,F,23,28
Short-life,GreenShort,4,GreenShort8,M,25,15
Short-life,GreenShort,4,GreenShort8,M,23,16
Short-life,GreenShort,4,GreenShort8,F,28,13
Short-life,GreenShort,4,GreenShort8,M,23,18
Short-life,GreenShort,4,GreenShort8,F,23,31
Short-life,GreenShort,4,GreenShort8,F,23,22
Short-life,GreenShort,4,GreenShort8,F,23,29
Short-life,GreenShort,4,GreenShort8,M,22,15
Short-life,GreenShort,4,GreenShort8,F,24,25
Short-life,GreenShort,4,GreenShort8,F,22,25
Short-life,GreenShort,4,GreenShort8,F,24,28
Short-life,GreenShort,4,GreenShort8,M,24,13
Short-life,GreenShort,4,GreenShort8,F,23,24
Short-life,GreenShort,4,GreenShort8,F,27,26
Short-life,GreenShort,4,GreenShort8,M,22,16
Short-life,GreenShort,4,GreenShort8,M,23,20
Short-life,GreenShort,4,GreenShort8,M,22,19
Short-life,GreenShort,4,GreenShort8,M,22,15
Short-life,GreenShort,4,GreenShort8,M,22,18
Short-life,GreenShort,4,GreenShort8,M,23,15
Short-life,GreenShort,4,GreenShort8,M,22,17
Short-life,GreenShort,4,GreenShort8,F,25,27
Short-life,GreenShort,4,GreenShort8,M,24,17
Short-life,GreenShort,4,GreenShort9,M,24,13
Short-life,GreenShort,4,GreenShort9,F,22,26
Short-life,GreenShort,4,GreenShort9,M,26,14
Short-life,GreenShort,4,GreenShort9,M,26,17
Short-life,GreenShort,4,GreenShort9,M,23,17
Short-life,GreenShort,4,GreenShort9,M,25,19
Short-life,GreenShort,4,GreenShort9,F,23,28
Short-life,GreenShort,4,GreenShort9,M,26,14
Short-life,GreenShort,4,GreenShort9,F,24,25
Short-life,GreenShort,4,GreenShort9,F,25,26
Short-life,GreenShort,4,GreenShort9,F,22,27
Short-life,GreenShort,4,GreenShort9,M,23,14
Short-life,GreenShort,4,GreenShort9,M,23,17
Short-life,GreenShort,4,GreenShort9,F,22,26
Short-life,GreenShort,4,GreenShort9,F,23,23
Short-life,GreenShort,4,GreenShort9,F,32,19
Short-life,GreenShort,4,GreenShort9,F,23,22
Short-life,GreenShort,4,GreenShort9,F,25,26
Short-life,GreenShort,4,GreenShort9,M,24,19
Short-life,GreenShort,4,GreenShort9,M,24,13
Short-life,GreenShort,4,GreenShort9,M,23,26
Short-life,GreenShort,4,GreenShort9,F,24,30
Short-life,GreenShort,4,GreenShort9,F,26,24
Short-life,GreenShort,4,GreenShort9,F,24,26
Short-life,GreenShort,4,GreenShort9,F,24,21
Short-life,GreenShort,4,GreenShort9,F,25,30
Short-life,GreenShort,4,GreenShort9,M,24,19
Short-life,GreenShort,4,GreenShort9,M,23,16
Short-life,GreenShort,4,GreenShort9,F,22,26
Short-life,GreenShort,4,GreenShort9,F,27,29
Short-life,GreenShort,4,GreenShort9,M,23,19
Short-life,GreenShort,4,GreenShort9,M,24,19
Short-life,GreenShort,4,GreenShort10,M,21,14
Short-life,GreenShort,4,GreenShort10,M,21,20
Short-life,GreenShort,4,GreenShort10,F,22,19
Short-life,GreenShort,4,GreenShort10,M,21,16
